رقم_السجل,اسم_المعرض,اسم_السيارة,ماركة_السيارة,موديل_السيارة,سنة_الصنع,السعر_بالدولار,الممشى_كم,لون_السيارة,ناقل_الحركة,نوع_الوقود,حالة_السيارة,رقم_الهاتف,المدينة,صورة_السيارة
132,معرض الرواد,فورد إكسبلورر,فورد,إكسبلورر,2025,40800,10480,فضي,أوتوماتيك,ديزل,مستعملة,754743095,عدن,/static/images/cars/فضي_إكسبلورر_فورد.car.svg
133,معرض الرواد,مرسيدس E-Class,مرسيدس,E-Class,2020,46700,85913,رمادي,عادي,بنزين,مستعملة,796368203,حضرموت,/static/images/cars/رمادي_E-Class_مرسيدس.car.svg
134,معرض الرواد,هوندا أكورد,هوندا,أكورد,2025,35800,18259,أسود,أوتوماتيك,كهربائي,مستعملة,755866538,المكلا,/static/images/cars/أسود_أكورد_هوندا.car.svg
135,معرض القمة,هوندا سيفيك,هوندا,سيفيك,2017,20000,100106,أحمر,أوتوماتيك,بنزين,مستعملة,798842638,حضرموت,/static/images/cars/أحمر_سيفيك_هوندا.car.svg
136,معرض السيارات الحديثة,مرسيدس E-Class,مرسيدس,E-Class,2024,56800,27871,أزرق,أوتوماتيك,هجين,مستعملة,768743530,صنعاء,/static/images/cars/أزرق_E-Class_مرسيدس.car.svg
137,معرض القمة,هيونداي توسان,هيونداي,توسان,2025,36500,15945,أسود,عادي,هجين,مستعملة,772950208,الحديدة,/static/images/cars/أسود_توسان_هيونداي.car.svg
138,معرض النخبة,فورد إكسبيديشن,فورد,إكسبيديشن,2022,36700,55720,أحمر,أوتوماتيك,ديزل,مستعملة,791156554,تعز,/static/images/cars/أحمر_إكسبيديشن_فورد.car.svg
139,معرض الرواد,فورد إكسبلورر,فورد,إكسبلورر,2025,40500,19166,أبيض,أوتوماتيك,بنزين,مستعملة,746613428,المكلا,/static/images/cars/أبيض_إكسبلورر_فورد.car.svg
140,معرض الأصالة,مرسيدس E-Class,مرسيدس,E-Class,2021,52700,51147,لؤلؤي,أوتوماتيك,كهربائي,مستعملة,763211150,حضرموت,/static/images/cars/لؤلؤي_E-Class_مرسيدس.car.svg
141,معرض السيارات الحديثة,هوندا بايلوت,هوندا,بايلوت,2016,13800,150098,أزرق,عادي,بنزين,مستعملة,729602406,تعز,/static/images/cars/أزرق_بايلوت_هوندا.car.svg
142,معرض الأصالة,تويوتا راف فور,تويوتا,راف فور,2022,34600,47777,أبيض,عادي,بنزين,مستعملة,738944689,تعز,/static/images/cars/أبيض_راف فور_تويوتا.car.svg
143,معرض الأصالة,مرسيدس GLC,مرسيدس,GLC,2016,38600,136093,أسود,عادي,بنزين,مستعملة,795758649,المكلا,/static/images/cars/أسود_GLC_مرسيدس.car.svg
144,معرض النجوم,تويوتا كامري,تويوتا,كامري,2022,34300,66397,أسود,عادي,هجين,مستعملة,767611469,صنعاء,/static/images/cars/أسود_كامري_تويوتا.car.svg
145,معرض القمة,مرسيدس S-Class,مرسيدس,S-Class,2018,41000,124668,رمادي,أوتوماتيك,بنزين,مستعملة,762405812,المكلا,/static/images/cars/رمادي_S-Class_مرسيدس.car.svg
146,معرض الرواد,تويوتا لاندكروزر,تويوتا,لاندكروزر,2020,29100,74196,أسود,أوتوماتيك,بنزين,مستعملة,788101741,حضرموت,/static/images/cars/أسود_لاندكروزر_تويوتا.car.svg
147,معرض النجوم,هوندا أكورد,هوندا,أكورد,2020,24100,108216,لؤلؤي,أوتوماتيك,ديزل,مستعملة,728099607,عدن,/static/images/cars/لؤلؤي_أكورد_هوندا.car.svg
148,معرض الأصالة,بي إم دبليو X5,بي إم دبليو,X5,2015,32100,150179,فضي,عادي,هجين,مستعملة,779173614,ذمار,/static/images/cars/فضي_X5_بي إم دبليو.car.svg
149,معرض السيارات الحديثة,مرسيدس GLC,مرسيدس,GLC,2019,47100,65324,أحمر,أوتوماتيك,كهربائي,مستعملة,798010774,حضرموت,/static/images/cars/أحمر_GLC_مرسيدس.car.svg
150,معرض الرواد,فورد إكسبلورر,فورد,إكسبلورر,2020,30700,98507,أسود,عادي,ديزل,مستعملة,776776459,حضرموت,/static/images/cars/أسود_إكسبلورر_فورد.car.svg
151,معرض القمة,مرسيدس S-Class,مرسيدس,S-Class,2016,38800,155843,فضي,عادي,هجين,مستعملة,723770458,عدن,/static/images/cars/فضي_S-Class_مرسيدس.car.svg
152,معرض النجوم,فورد إيدج,فورد,إيدج,2019,27800,119008,لؤلؤي,عادي,هجين,مستعملة,770012727,صنعاء,/static/images/cars/لؤلؤي_إيدج_فورد.car.svg
153,معرض النجوم,بي إم دبليو X3,بي إم دبليو,X3,2024,53700,31750,أزرق,عادي,بنزين,مستعملة,758762794,تعز,/static/images/cars/أزرق_X3_بي إم دبليو.car.svg
154,معرض النخبة,تويوتا كورولا,تويوتا,كورولا,2024,36500,27928,أحمر,عادي,بنزين,مستعملة,758607028,ذمار,/static/images/cars/أحمر_كورولا_تويوتا.car.svg
155,معرض التميز,مرسيدس C-Class,مرسيدس,C-Class,2024,58600,25397,أحمر,أوتوماتيك,كهربائي,مستعملة,787030477,تعز,/static/images/cars/أحمر_C-Class_مرسيدس.car.svg
156,معرض الأصالة,مرسيدس S-Class,مرسيدس,S-Class,2021,50200,70316,أزرق,أوتوماتيك,بنزين,مستعملة,776980546,ذمار,/static/images/cars/أزرق_S-Class_مرسيدس.car.svg
157,معرض النجوم,مرسيدس C-Class,مرسيدس,C-Class,2019,45200,95159,لؤلؤي,أوتوماتيك,كهربائي,مستعملة,726460116,تعز,/static/images/cars/لؤلؤي_C-Class_مرسيدس.car.svg
158,معرض الأصالة,تويوتا لاندكروزر,تويوتا,لاندكروزر,2017,20300,143066,رمادي,عادي,هجين,مستعملة,750259503,تعز,/static/images/cars/رمادي_لاندكروزر_تويوتا.car.svg
159,معرض السيارات الحديثة,بي إم دبليو الفئة الخامسة,بي إم دبليو,الفئة الخامسة,2020,43900,102683,أسود,أوتوماتيك,هجين,مستعملة,776306502,صنعاء,/static/images/cars/أسود_الفئة الخامسة_بي إم دبليو.car.svg
160,معرض التميز,فورد إيدج,فورد,إيدج,2022,33800,40916,أزرق,عادي,كهربائي,مستعملة,780557676,ذمار,/static/images/cars/أزرق_إيدج_فورد.car.svg
161,معرض النجوم,هيونداي سوناتا,هيونداي,سوناتا,2017,17200,123961,رمادي,عادي,ديزل,مستعملة,727224779,تعز,/static/images/cars/رمادي_سوناتا_هيونداي.car.svg
162,معرض الرواد,هوندا بايلوت,هوندا,بايلوت,2023,35900,26755,أسود,أوتوماتيك,هجين,مستعملة,753306792,الحديدة,/static/images/cars/أسود_بايلوت_هوندا.car.svg
163,معرض النجوم,فورد إيدج,فورد,إيدج,2016,23000,129266,فضي,أوتوماتيك,بنزين,مستعملة,777454225,تعز,/static/images/cars/فضي_إيدج_فورد.car.svg
164,معرض الأصالة,مرسيدس E-Class,مرسيدس,E-Class,2017,38400,135013,أبيض,عادي,بنزين,مستعملة,797393186,الحديدة,/static/images/cars/أبيض_E-Class_مرسيدس.car.svg
165,معرض النجوم,مرسيدس GLC,مرسيدس,GLC,2024,60200,22151,فضي,عادي,كهربائي,مستعملة,742866956,ذمار,/static/images/cars/فضي_GLC_مرسيدس.car.svg
166,معرض التميز,فورد إكسبيديشن,فورد,إكسبيديشن,2016,23500,97399,لؤلؤي,أوتوماتيك,ديزل,مستعملة,755659873,تعز,/static/images/cars/لؤلؤي_إكسبيديشن_فورد.car.svg
167,معرض القمة,فورد إيدج,فورد,إيدج,2026,43100,5000,رمادي,أوتوماتيك,كهربائي,مستعملة,752831009,الحديدة,/static/images/cars/رمادي_إيدج_فورد.car.svg
168,معرض الأصالة,هيونداي سوناتا,هيونداي,سوناتا,2019,18700,113623,فضي,عادي,بنزين,مستعملة,792594562,ذمار,/static/images/cars/فضي_سوناتا_هيونداي.car.svg
169,معرض القمة,هوندا سيفيك,هوندا,سيفيك,2020,25100,82848,لؤلؤي,عادي,ديزل,مستعملة,751411602,المكلا,/static/images/cars/لؤلؤي_سيفيك_هوندا.car.svg
170,معرض القمة,تويوتا كامري,تويوتا,كامري,2021,29300,88896,فضي,أوتوماتيك,هجين,مستعملة,716783418,إب,/static/images/cars/فضي_كامري_تويوتا.car.svg
171,معرض النخبة,هيونداي سانتافي,هيونداي,سانتافي,2019,18200,119684,فضي,عادي,ديزل,مستعملة,764123845,حضرموت,/static/images/cars/فضي_سانتافي_هيونداي.car.svg
172,معرض التميز,تويوتا لاندكروزر,تويوتا,لاندكروزر,2015,19000,135018,رمادي,عادي,بنزين,مستعملة,783800569,إب,/static/images/cars/رمادي_لاندكروزر_تويوتا.car.svg
173,معرض الرواد,مرسيدس C-Class,مرسيدس,C-Class,2017,42800,96709,أحمر,أوتوماتيك,هجين,مستعملة,736717096,ذمار,/static/images/cars/أحمر_C-Class_مرسيدس.car.svg
174,معرض القمة,مرسيدس C-Class,مرسيدس,C-Class,2015,38600,103252,لؤلؤي,أوتوماتيك,ديزل,مستعملة,791370909,تعز,/static/images/cars/لؤلؤي_C-Class_مرسيدس.car.svg
175,معرض السيارات الحديثة,فورد إيدج,فورد,إيدج,2017,24700,138844,رمادي,عادي,هجين,مستعملة,785554415,إب,/static/images/cars/رمادي_إيدج_فورد.car.svg
176,معرض السيارات الحديثة,هيونداي سوناتا,هيونداي,سوناتا,2020,24200,83357,أزرق,أوتوماتيك,كهربائي,مستعملة,790115852,المكلا,/static/images/cars/أزرق_سوناتا_هيونداي.car.svg
177,معرض القمة,فورد موستانج,فورد,موستانج,2026,51200,0,أزرق,عادي,هجين,جديدة,729834119,الحديدة,/static/images/cars/أزرق_موستانج_فورد.car.svg
178,معرض الرواد,تويوتا هايلاندر,تويوتا,هايلاندر,2026,45500,0,لؤلؤي,أوتوماتيك,ديزل,جديدة,765426567,الحديدة,/static/images/cars/لؤلؤي_هايلاندر_تويوتا.car.svg
179,معرض النجوم,هيونداي سانتافي,هيونداي,سانتافي,2026,36800,5000,لؤلؤي,عادي,كهربائي,مستعملة,752111160,تعز,/static/images/cars/لؤلؤي_سانتافي_هيونداي.car.svg
180,معرض النخبة,هيونداي توسان,هيونداي,توسان,2023,32900,43743,أسود,عادي,ديزل,مستعملة,784905122,إب,/static/images/cars/أسود_توسان_هيونداي.car.svg
181,معرض الرواد,هوندا CR-V,هوندا,CR-V,2019,24300,89783,رمادي,عادي,ديزل,مستعملة,748626436,عدن,/static/images/cars/رمادي_CR-V_هوندا.car.svg
182,معرض الرواد,مرسيدس GLC,مرسيدس,GLC,2021,50500,70669,أزرق,أوتوماتيك,بنزين,مستعملة,756488123,المكلا,/static/images/cars/أزرق_GLC_مرسيدس.car.svg
183,معرض النخبة,بي إم دبليو X3,بي إم دبليو,X3,2026,60300,5000,أبيض,أوتوماتيك,كهربائي,مستعملة,742542167,صنعاء,/static/images/cars/أبيض_X3_بي إم دبليو.car.svg
184,معرض الرواد,بي إم دبليو الفئة الخامسة,بي إم دبليو,الفئة الخامسة,2025,62300,0,أزرق,عادي,ديزل,جديدة,723494908,تعز,/static/images/cars/أزرق_الفئة الخامسة_بي إم دبليو.car.svg
185,معرض السيارات الحديثة,تويوتا هايلاندر,تويوتا,هايلاندر,2017,21500,143787,فضي,عادي,هجين,مستعملة,748307798,صنعاء,/static/images/cars/فضي_هايلاندر_تويوتا.car.svg
186,معرض السيارات الحديثة,تويوتا هايلاندر,تويوتا,هايلاندر,2018,21100,137747,أسود,أوتوماتيك,ديزل,مستعملة,763283709,المكلا,/static/images/cars/أسود_هايلاندر_تويوتا.car.svg
187,معرض الرواد,هوندا CR-V,هوندا,CR-V,2015,18600,100549,فضي,عادي,بنزين,مستعملة,796075494,المكلا,/static/images/cars/فضي_CR-V_هوندا.car.svg
188,معرض النجوم,هوندا بايلوت,هوندا,بايلوت,2019,24700,81958,لؤلؤي,عادي,هجين,مستعملة,734991216,صنعاء,/static/images/cars/لؤلؤي_بايلوت_هوندا.car.svg
189,معرض القمة,بي إم دبليو X3,بي إم دبليو,X3,2019,45300,83023,فضي,أوتوماتيك,ديزل,مستعملة,763798927,عدن,/static/images/cars/فضي_X3_بي إم دبليو.car.svg
190,معرض التميز,هوندا سيفيك,هوندا,سيفيك,2022,28600,56268,أسود,عادي,كهربائي,مستعملة,745835371,حضرموت,/static/images/cars/أسود_سيفيك_هوندا.car.svg
191,معرض التميز,فورد إكسبلورر,فورد,إكسبلورر,2019,25600,103101,فضي,أوتوماتيك,بنزين,مستعملة,764414096,إب,/static/images/cars/فضي_إكسبلورر_فورد.car.svg
192,معرض النخبة,بي إم دبليو الفئة الثالثة,بي إم دبليو,الفئة الثالثة,2025,57600,14854,لؤلؤي,أوتوماتيك,هجين,مستعملة,771066203,حضرموت,/static/images/cars/لؤلؤي_الفئة الثالثة_بي إم دبليو.car.svg
193,معرض القمة,هيونداي سانتافي,هيونداي,سانتافي,2023,33100,36788,لؤلؤي,عادي,بنزين,مستعملة,720482769,عدن,/static/images/cars/لؤلؤي_سانتافي_هيونداي.car.svg
194,معرض النخبة,تويوتا هايلاندر,تويوتا,هايلاندر,2023,37400,41319,فضي,عادي,هجين,مستعملة,725601471,الحديدة,/static/images/cars/فضي_هايلاندر_تويوتا.car.svg
195,معرض النخبة,بي إم دبليو X5,بي إم دبليو,X5,2016,32800,175908,رمادي,عادي,ديزل,مستعملة,771310453,صنعاء,/static/images/cars/رمادي_X5_بي إم دبليو.car.svg
196,معرض النجوم,مرسيدس GLC,مرسيدس,GLC,2025,60100,10843,أسود,أوتوماتيك,بنزين,مستعملة,716078694,ذمار,/static/images/cars/أسود_GLC_مرسيدس.car.svg
